name,system
Fairly OddParents: Breakin' Da Rules,PlayStation 2
Fairly OddParents: Breakin' Da Rules,GameCube
Fairly OddParents: Breakin' Da Rules,Xbox
Fairly OddParents: Breakin' Da Rules,PC
Escape from Monkey Island,Mac
Escape from Monkey Island,PlayStation 2
Escape from Monkey Island,PC
Raid Over Moscow,Amstrad CPC
Raid Over Moscow,Apple II
Raid Over Moscow,Commodore 64
Raid Over Moscow,ZX Spectrum
Raid Over Moscow,Atari 8-bit
Rollcage,PlayStation
Rollcage,PC
Neverwinter Nights 2,Mac
Neverwinter Nights 2,PC
Big Top,PC
Tokimeki Check in!,PC
Wild West Seymour,Amstrad CPC
Wild West Seymour,Commodore 64
Wild West Seymour,ZX Spectrum
Solar Plexus,Atari 2600
Links Championship Edition,Mac
Links Championship Edition,PC
Eskimo Games,Amiga
Eskimo Games,Atari ST
Eskimo Games,Commodore 64
Hexplore,PC
Eye of Horus,Amiga
Eye of Horus,Atari ST
Eye of Horus,Commodore 64
Eye of Horus,PC
Wario: Master of Disguise,Nintendo DS
Legend of the Ghost Lion,Nintendo Entertainment System
Gem'X,Amiga
Gem'X,Atari ST
Gem'X,Commodore 64
Pac the Man X,Mac
Super Solvers: Midnight Rescue!,Mac
Super Solvers: Midnight Rescue!,PC
Bolo,Atari ST
Bolo,Mac
Bolo,PC
S40 Racing,PC
Ant Run,PC
Dribbling,Amiga
Dribbling,Commodore 64
Screaming Wings,Amiga
Screaming Wings,Atari ST
Screaming Wings,Atari 8-bit
Syphon Filter: Logan's Shadow,PlayStation Portable
Syphon Filter: Logan's Shadow,PlayStation 2
Syphon Filter: Logan's Shadow,PlayStation Network (PSP)
Vampire Rain,Xbox 360
Cosmic Fantasy Stories,Sega CD
Onimusha: Warlords,PlayStation 2
Onimusha: Warlords,PC
Super Columbine Massacre RPG!,PC
Stellar College Basketball,PC
Bloody Roar Extreme,Xbox
Esoteria,PC
Jahangir Khan's World Championship Squash,Amiga
Jahangir Khan's World Championship Squash,Amstrad CPC
Jahangir Khan's World Championship Squash,Atari ST
Jahangir Khan's World Championship Squash,Commodore 64
Jahangir Khan's World Championship Squash,ZX Spectrum
Jahangir Khan's World Championship Squash,PC
Kaboom!,Atari 8-bit
Kaboom!,Atari 2600
Kaboom!,Atari 5200
Kaboom!,Xbox Live Marketplace
Kaboom!,PC
Jim Power: The Lost Dimension in 3D,Super Nintendo Entertainment System
Jim Power: The Lost Dimension in 3D,PC
Fahrenheit 451,Apple II
Fahrenheit 451,Atari ST
Fahrenheit 451,Commodore 64
Fahrenheit 451,MSX
Fahrenheit 451,Mac
Fahrenheit 451,PC
Bolo Adventures III,PC
R-Types,PlayStation
R-Types,PlayStation Network (PS3)
R-Types,PlayStation Network (PSP)
Firefly,Commodore 64
Firefly,ZX Spectrum
Diggers,Amiga
Diggers,Amiga CD32
Diggers,PC
Diggers,Acorn Archimedes
Alex Kidd in Miracle World,Sega Master System
Alex Kidd in Miracle World,Wii Shop
Alex Kidd in Miracle World,PlayStation Network (PS3)
Space Empires V,PC
Dancing Stage EuroMIX,PlayStation
Dancing Stage EuroMIX,Arcade
hyper 3-D Pinball,PlayStation
hyper 3-D Pinball,Saturn
hyper 3-D Pinball,PC
Ballerburg: Castle Siege,PlayStation
Ballerburg: Castle Siege,PC
Metal Dungeon,Xbox
ArmA: Queen's Gambit,PC
Eastern Front,PC
Test Drive: Off-Road 3,PlayStation
Test Drive: Off-Road 3,Game Boy Color
Test Drive: Off-Road 3,PC
Xpand Rally Xtreme,PC
Championship Manager: Season 03/04,Mac
Championship Manager: Season 03/04,PC
Crazy Taxi,PlayStation 2
Crazy Taxi,GameCube
Crazy Taxi,Dreamcast
Crazy Taxi,Arcade
Crazy Taxi,Xbox Live Marketplace
Crazy Taxi,PlayStation Network (PS3)
Crazy Taxi,PC
Crazy Taxi,iPhone
Crazy Taxi,iPad
Bomberman Tournament,Game Boy Advance
Animorphs: Shattered Reality,PlayStation
Sins of a Solar Empire,PC
EA Sports Double Header,Genesis
Do-Do,Dragon 32/64
Empire II: Interstellar Sharks,Apple II
1000 Miglia,Amiga
1000 Miglia,Commodore 64
1000 Miglia,Arcade
1000 Miglia,PC
Metal Marines,Super Nintendo Entertainment System
Metal Marines,Wii Shop
Metal Marines,PC
Front Mission Online,PlayStation 2
Front Mission Online,PC
Choplifter III,Game Boy
Choplifter III,Game Gear
Choplifter III,Super Nintendo Entertainment System
The Matrix Online,PC
Galatea,Amiga
Galatea,Game Boy
Galatea,Game Boy Advance
Galatea,Apple II
Galatea,Atari ST
Galatea,Commodore 64
Galatea,PC
Sveerz Deluxe,Mac
Sveerz Deluxe,PC
M6,Genesis
Legend of the Purple Tit,PC
European Air War,PC
The Fidelity Chessmaster 2100,Amiga
The Fidelity Chessmaster 2100,Commodore 64
The Fidelity Chessmaster 2100,PC
ChemRacer 2713: The Legend of Kid Chem,Mac
ChemRacer 2713: The Legend of Kid Chem,PC
Firebugs,PlayStation
Air Raid,Atari 2600
The Fifth Element,PlayStation
The Fifth Element,PC
Elf,Amiga
Elf,Atari ST
Elf,PC
Brothers in Arms: Road to Hill 30,PlayStation 2
Brothers in Arms: Road to Hill 30,Xbox
Brothers in Arms: Road to Hill 30,PC
Mordillo's Jungle Fever,PC
Darker,PC
Hometown U.S.A.,PC
Adventure Value Pack #2,Apple II
Adventure Value Pack #2,TRS-80
The Terminator: Future Shock,PC
Auto Assault,PC
Zyconix,Amiga
Zyconix,PC
Vortex,Super Nintendo Entertainment System
Game Box Série Esportes Radicais,Sega Master System
Goody,Amstrad CPC
Goody,ZX Spectrum
Goody,PC
Party Girls,PlayStation 2
Snowstrike,Amiga
Snowstrike,Amstrad CPC
Snowstrike,Atari ST
Snowstrike,Commodore 64
Snowstrike,ZX Spectrum
Snowstrike,PC
Edtris 2600,Atari 2600
Professor Fizzwizzle,Mac
Professor Fizzwizzle,PC
Professor Fizzwizzle,Browser
Microsoft Golf,PC
Conflict 2500,Apple II
Conflict 2500,Atari 8-bit
Conflict 2500,Commodore PET/CBM
Conflict 2500,TRS-80
BrickShooter,Mac
BrickShooter,PC
Des Blood 3,PC
WipEout Fusion,PlayStation 2
Caterpillar Construction Zone,Game Boy Color
Anett Futatabi,Sega CD
Vegas Stakes,Game Boy
Vegas Stakes,Super Nintendo Entertainment System
Vegas Stakes,Wii Shop
Vegas Stakes,Wii U
Formula One,Amstrad CPC
Formula One,ZX Spectrum
Agatha Christie: Evil Under the Sun,Wii
Agatha Christie: Evil Under the Sun,PC
Crystle Castles,Dragon 32/64
Crystle Castles,TRS-80 CoCo
Griel's Quest for the Sangraal,MSX
Breach 2,Amiga
Breach 2,Atari ST
Breach 2,PC
Funny Faces,Mac
Funny Faces,PC
3 Ninjas Kick Back,Genesis
3 Ninjas Kick Back,Super Nintendo Entertainment System
3 Ninjas Kick Back,Sega CD
Dementium: The Ward,Nintendo DS
FIFA Soccer 06,Game Boy Advance
FIFA Soccer 06,PlayStation Portable
FIFA Soccer 06,PlayStation 2
FIFA Soccer 06,GameCube
FIFA Soccer 06,Xbox
FIFA Soccer 06,PlayStation 3
FIFA Soccer 06,Nintendo DS
FIFA Soccer 06,PC
No More Stumpie-Wumples,PC
Gianluca Vialli European Manager,PC
Krazy Ace Miniature Golf,Lynx
R/C Stunt Copter,PlayStation
Breath of Fire IV,PlayStation
Breath of Fire IV,PlayStation Network (PS3)
Breath of Fire IV,PC
Breath of Fire IV,PlayStation Network (PSP)
Snowy: Puzzle Islands,PC
The Electric Company Word Fun,Intellivision
Wizardry: Proving Grounds of the Mad Overlord,Apple II
Wizardry: Proving Grounds of the Mad Overlord,Commodore 64
Wizardry: Proving Grounds of the Mad Overlord,MSX
Wizardry: Proving Grounds of the Mad Overlord,Mac
Wizardry: Proving Grounds of the Mad Overlord,Nintendo Entertainment System
Wizardry: Proving Grounds of the Mad Overlord,WonderSwan Color
Wizardry: Proving Grounds of the Mad Overlord,PC
Wizardry: Proving Grounds of the Mad Overlord,NEC PC-8801
Wizardry: Proving Grounds of the Mad Overlord,NEC PC-9801
Chicken Run,PlayStation
Chicken Run,Dreamcast
Chicken Run,Game Boy Color
Chicken Run,PC
Jackal,Amstrad CPC
Jackal,Commodore 64
Jackal,ZX Spectrum
Jackal,Nintendo Entertainment System
Jackal,Arcade
Jackal,Xbox Live Marketplace
Jackal,Famicom Disk System
Jackal,PC
Flight Light Plus,PC
Destroy All Humans! 2,PlayStation 2
Destroy All Humans! 2,Xbox
The Lion King,Amiga
The Lion King,Game Boy
The Lion King,Game Gear
The Lion King,Genesis
The Lion King,Sega Master System
The Lion King,Super Nintendo Entertainment System
The Lion King,Nintendo Entertainment System
The Lion King,PC
The Menagerie,ZX Spectrum
Club Football 2005,PlayStation 2
Club Football 2005,Xbox
Club Football 2005,PC
Turtle Bay,PC
Crossbow: The Legend of William Tell,PC
Ninja Kid,Nintendo Entertainment System
Hidden & Dangerous Action Pack,PC
Battleship: Surface Thunder,PC
Carrier Command,Amiga
Carrier Command,Amstrad CPC
Carrier Command,Atari ST
Carrier Command,Commodore 64
Carrier Command,ZX Spectrum
Carrier Command,Mac
Carrier Command,PC
Dogs of War,PC
3x3 Eyes: Kyuusei Koushu,PlayStation
3x3 Eyes: Kyuusei Koushu,Saturn
3x3 Eyes: Kyuusei Koushu,PC
Star Wars: Empire at War - Forces of Corruption,PC
Arcade Lines,PC
Chou Mahou Tairiku Wozz,Super Nintendo Entertainment System
Star Wars: Episode III - Revenge of the Sith,Game Boy Advance
Star Wars: Episode III - Revenge of the Sith,PlayStation 2
Star Wars: Episode III - Revenge of the Sith,Xbox
Star Wars: Episode III - Revenge of the Sith,Nintendo DS
The Darkness,Xbox 360
The Darkness,PlayStation 3
Disney Sports Snowboarding,Game Boy Advance
Shadowgrounds,Mac
Shadowgrounds,PC
Shadowgrounds,Linux
EF2000 TACTCOM,PC
Fisher-Price Outdoor Adventures: Ranger Trail,Mac
Fisher-Price Outdoor Adventures: Ranger Trail,PC
Team,Atari ST
Rising Eagle: Futuristic Infantry Warfare,PC
Crime City,Amiga
Crime City,Atari ST
Crime City,PC
Yu-Gi-Oh! Duelists of the Roses,PlayStation 2
Scram 20,VIC-20
Ryouko Inoue Chatting Room,Saturn
FIFA Soccer 2004,Game Boy Advance
FIFA Soccer 2004,PlayStation 2
FIFA Soccer 2004,PlayStation
FIFA Soccer 2004,GameCube
FIFA Soccer 2004,Xbox
FIFA Soccer 2004,N-Gage
FIFA Soccer 2004,PC
Shadow Force: Razor Unit,PC
Power Move Pro Wrestling,PlayStation
Wizard Wars,PC
Hero Quest 2: Legacy of Sorasil,Amiga
Hero Quest 2: Legacy of Sorasil,Amiga CD32
The Mafat Conspiracy,Nintendo Entertainment System
SpongeBob SquarePants: Employee of the Month,PC
Grid Run And Pontoon,ZX Spectrum
Cycle Warz,PC
World War II Combat: Iwo Jima,Xbox
World War II Combat: Iwo Jima,PC
Quest II,PC
Man Enough,PC
Canyon Bomber,Atari 2600
Canyon Bomber,Xbox Live Marketplace
Canyon Bomber,PC
Zelenhgorm: Episode I: Land of the Blue Moon,PC
Parasite Eve,PlayStation
Parasite Eve,PlayStation Network (PS3)
Parasite Eve,PlayStation Network (PSP)
Spy Hunter / Super Sprint,Game Boy Advance
Soccer Pinball,Amiga
Soccer Pinball,Amstrad CPC
Soccer Pinball,Commodore 64
Soccer Pinball,ZX Spectrum
Kirby Super Star,Super Nintendo Entertainment System
Kirby Super Star,Wii Shop
Kirby Super Star,Wii U
Odin Sphere,PlayStation 2
Odin Sphere,PlayStation Network (PS3)
Spectral Invaders,ZX Spectrum
NBA Live 2004,PlayStation 2
NBA Live 2004,GameCube
NBA Live 2004,Xbox
NBA Live 2004,PC
Animal Crossing: Wild World,Nintendo DS
William Shakespeare's Hamlet: A Murder Mystery,PC
Swamp Buggy Racing,PC
Continental Circus,Amstrad CPC
Continental Circus,Atari ST
Continental Circus,Commodore 64
Continental Circus,ZX Spectrum
Continental Circus,Arcade
Color Space Invaders,Dragon 32/64
Color Space Invaders,TRS-80 CoCo
Dave Mirra Freestyle BMX,PlayStation
Dave Mirra Freestyle BMX,Dreamcast
Dave Mirra Freestyle BMX,Game Boy Color
Dave Mirra Freestyle BMX,PC
Legend of the Sword,Amiga
Legend of the Sword,Atari ST
Legend of the Sword,PC
Wonder Boy in Monster World,Genesis
Wonder Boy in Monster World,Sega Master System
Wonder Boy in Monster World,Xbox Live Marketplace
Wonder Boy in Monster World,Wii Shop
Wonder Boy in Monster World,PlayStation Network (PS3)
Wonder Boy in Monster World,PC
Chrono Trigger,Super Nintendo Entertainment System
Chrono Trigger,PlayStation
Chrono Trigger,Nintendo DS
Chrono Trigger,Wii Shop
Chrono Trigger,PlayStation Network (PS3)
Chrono Trigger,iPhone
Chrono Trigger,PlayStation Network (PSP)
Chrono Trigger,iPad
Chrono Trigger,Android
Chrono Trigger,PlayStation Network (Vita)
Mortadelo y Filemón: El Escarabajo de Cleopatra,PC
Sam & Max Episode 6: Bright Side of the Moon,Wii
Sam & Max Episode 6: Bright Side of the Moon,Xbox Live Marketplace
Sam & Max Episode 6: Bright Side of the Moon,PC
Beach Head 2002,Mac
Beach Head 2002,PC
Scramble Eggs,MSX
JetFighter III Classic,PC
Fatal Frame II: Crimson Butterfly,PlayStation 2
Fatal Frame II: Crimson Butterfly,Xbox
Fatal Frame II: Crimson Butterfly,PlayStation Network (PS3)
Ballistic,PlayStation
Ballistic,Game Boy Color
Ballistic,Arcade
Ballistic,NUON
Mummy: Tomb of the Pharaoh,PC
Neocron 2: Beyond Dome of York,PC
Twisted Metal: Head-On,PlayStation Portable
Twisted Metal: Head-On,PlayStation 2
Twisted Metal: Head-On,PlayStation Network (PSP)
K. Hawk: Survival Instinct,PC
Black Crypt,Amiga
Robin Hood: Prince of Thieves,Game Boy
Robin Hood: Prince of Thieves,Nintendo Entertainment System
Oil's Well,Apple II
Oil's Well,Commodore 64
Oil's Well,MSX
Oil's Well,Atari 8-bit
Oil's Well,ColecoVision
Oil's Well,PC
Rome: Total War - Barbarian Invasion,Mac
Rome: Total War - Barbarian Invasion,PC
Magic: The Gathering - Spells of the Ancients,PC
Alien Force,PC
Twisted Metal: Black ONLINE,PlayStation 2
Blackwyche,Commodore 64
"SpongeBob SquarePants: Lights, Camera, Pants!",Game Boy Advance
"SpongeBob SquarePants: Lights, Camera, Pants!",PlayStation 2
"SpongeBob SquarePants: Lights, Camera, Pants!",GameCube
"SpongeBob SquarePants: Lights, Camera, Pants!",Xbox
Tommy Gun,Amiga
The Train: Escape to Normandy,Amstrad CPC
The Train: Escape to Normandy,Commodore 64
The Train: Escape to Normandy,ZX Spectrum
The Train: Escape to Normandy,PC
Nellan is Thirsty,Commodore 64
Nellan is Thirsty,TRS-80
Dreadnoughts,Apple II
Dreadnoughts,Commodore 64
Beyond the Ice Palace,Amiga
Beyond the Ice Palace,Amstrad CPC
Beyond the Ice Palace,Atari ST
Beyond the Ice Palace,Commodore 64
Beyond the Ice Palace,ZX Spectrum
Spec Ops II: Green Berets,PC
K240,Amiga
Alien Typhoon,Apple II
Nekketsu Kakutō Densetsu,Nintendo Entertainment System
Kelly Slater's Pro Surfer,Game Boy Advance
Kelly Slater's Pro Surfer,Mac
Kelly Slater's Pro Surfer,PlayStation 2
Kelly Slater's Pro Surfer,GameCube
Kelly Slater's Pro Surfer,Xbox
Kelly Slater's Pro Surfer,PC
Aironauts,PlayStation
Point Blank,PlayStation
Point Blank,Arcade
Quattro Cartoon,Amstrad CPC
Quattro Cartoon,Commodore 64
Quattro Cartoon,ZX Spectrum
Arcus,MSX
Arcus,Sharp X68000
Turnabout,PlayStation
Turnabout,PlayStation Network (PS3)
Dark and Light,PC
Ecco the Dolphin,Game Boy
Ecco the Dolphin,Game Gear
Ecco the Dolphin,Genesis
Ecco the Dolphin,Sega Master System
Ecco the Dolphin,Sega CD
Ecco the Dolphin,Xbox Live Marketplace
Ecco the Dolphin,Wii Shop
Ecco the Dolphin,PC
Airborne Assault: Red Devils Over Arnhem,PC
BS Super Famicom Wars,Super Nintendo Entertainment System
BS Super Famicom Wars,Wii Shop
BS Super Famicom Wars,Satellaview
ACE: Air Combat Emulator,Amstrad CPC
ACE: Air Combat Emulator,Commodore 64
ACE: Air Combat Emulator,ZX Spectrum
ACE: Air Combat Emulator,PC
Advent Rising,Xbox
Advent Rising,PC
Dark Kingdom,Super Nintendo Entertainment System
Dark Kingdom,NEC PC-9801
Heavy Barrel,Apple II
Heavy Barrel,Nintendo Entertainment System
Heavy Barrel,Arcade
Heavy Barrel,PC
Heavy Barrel,Zeebo
Designasaurus II,PC
Pengon,Commodore 64
Pengon,Atari 8-bit
Pengon,Dragon 32/64
Pengon,TRS-80 CoCo
Army Men: Air Tactics,PC
Dr. Lutz and the Time Travel Machine,PC
Project Nomads,PC
Dropzone,Game Boy
Dropzone,Game Boy Advance
Dropzone,Game Gear
Dropzone,Super Nintendo Entertainment System
Dropzone,Commodore 64
Dropzone,Nintendo Entertainment System
Dropzone,Atari 8-bit
Dropzone,Game Boy Color
Super Space Invaders '91,Amiga
Super Space Invaders '91,Game Gear
Super Space Invaders '91,Sega Master System
Super Space Invaders '91,Amstrad CPC
Super Space Invaders '91,Atari ST
Super Space Invaders '91,Commodore 64
Super Space Invaders '91,ZX Spectrum
Super Space Invaders '91,Arcade
Super Space Invaders '91,PC
Pinball Jam,Lynx
Romance of the Three Kingdoms V,Genesis
Romance of the Three Kingdoms V,PlayStation
Romance of the Three Kingdoms V,PC
Romance of the Three Kingdoms V,PlayStation Network (PSP)
Moto Roader,TurboGrafx-16
Moto Roader,Wii Shop
Cyclone,ZX Spectrum
NCAA Football 2003,PlayStation 2
NCAA Football 2003,GameCube
NCAA Football 2003,Xbox
Mario & Luigi: Superstar Saga,Game Boy Advance
Super Turrican 2,Super Nintendo Entertainment System
Super Turrican 2,Wii Shop
Assassin,Amiga
Marvel Super Heroes Vs. Street Fighter,PlayStation
Marvel Super Heroes Vs. Street Fighter,Saturn
Marvel Super Heroes Vs. Street Fighter,Arcade
The F.A. Premier League Stars 2001,PlayStation
The F.A. Premier League Stars 2001,Game Boy Color
The F.A. Premier League Stars 2001,PC
Virtual Chess,PC
Agent Hugo,PlayStation 2
Agent Hugo,PC
Men of Valor,Xbox
Men of Valor,PC
Take a Break! Crosswords,PC
Treasure Mole:  Winter Vacation,PC
Kirby's Dream Course,Super Nintendo Entertainment System
Kirby's Dream Course,Wii Shop
Kirby's Dream Course,Wii U
Knight Games,Amstrad CPC
Knight Games,Commodore 64
Knight Games,PC
Clans,PC
Taco Bell: Tasty Temple Challenge,PC
Kawasaki Snowmobiles,PlayStation 2
Kawasaki Snowmobiles,Wii
Kawasaki Snowmobiles,PC
Under Siege,PC
Archipelagos,Amiga
Archipelagos,Atari ST
Archipelagos,PC
Will Harvey's Zany Golf,Amiga
Will Harvey's Zany Golf,Genesis
Will Harvey's Zany Golf,Atari ST
Will Harvey's Zany Golf,Apple IIgs
Will Harvey's Zany Golf,PC
Duel Masters Sempai Legends,Game Boy Advance
V for Victory: Velikiye Luki,PC
Universe at War: Earth Assault,Xbox 360
Universe at War: Earth Assault,PC
Thunder & Lightning,Nintendo Entertainment System
Gridders,3DO
Santa Claus Junior,Game Boy Color
Pitfall: The Mayan Adventure,Game Boy Advance
Pitfall: The Mayan Adventure,Genesis
Pitfall: The Mayan Adventure,Super Nintendo Entertainment System
Pitfall: The Mayan Adventure,Jaguar
Pitfall: The Mayan Adventure,Sega CD
Pitfall: The Mayan Adventure,Sega 32X
Pitfall: The Mayan Adventure,NUON
Pitfall: The Mayan Adventure,Wii Shop
Pitfall: The Mayan Adventure,PC
American Civil War: From Sumter to Appomattox,PC
Solar Fox,Commodore 64
Solar Fox,Atari 2600
Jumpin' Jackson,Amiga
Jumpin' Jackson,Atari ST
Urban Strike,Game Boy
Urban Strike,Game Gear
Urban Strike,Genesis
Urban Strike,Super Nintendo Entertainment System
Pro Bass Fishing 2003,PC
Worlds of Ultima: The Savage Empire,Super Nintendo Entertainment System
Worlds of Ultima: The Savage Empire,PC
Worlds of Ultima: The Savage Empire,Sharp X68000
Worlds of Ultima: The Savage Empire,NEC PC-9801
Y2K: The Game,PC
MAGI: Magical Strategy Game,PC
Virtua Cop 2,PlayStation 2
Virtua Cop 2,Dreamcast
Virtua Cop 2,Saturn
Virtua Cop 2,Arcade
Virtua Cop 2,PC
Chaos: The Battle of Wizards,ZX Spectrum
Chaos: The Battle of Wizards,iPhone
Chaos: The Battle of Wizards,Android
Harry Potter: Quidditch World Cup,Game Boy Advance
Harry Potter: Quidditch World Cup,PlayStation 2
Harry Potter: Quidditch World Cup,GameCube
Harry Potter: Quidditch World Cup,Xbox
Harry Potter: Quidditch World Cup,PC
Zack & Wiki: Quest for Barbaros' Treasure,Wii
ZuluWar!,PC
NCAA Football 98,PlayStation
NCAA Football 98,PC
Myth: The Total Codex,Mac
Myth: The Total Codex,PC
Eien no Aseria: Kono Daichi no Hate de,PlayStation 2
Airlines 2,PC
Thing on a Spring,Amstrad CPC
Thing on a Spring,Commodore 64
Don Doko Don,Nintendo Entertainment System
Don Doko Don,TurboGrafx-16
Don Doko Don,Arcade
Panzer Dragoon II: Zwei,Saturn
SuperPower 2,PC
Caverns of Mars,Atari 8-bit
Caverns of Mars,Atari 2600
Caverns of Mars,Atari 5200
Super Solvers Mission: T.H.I.N.K.,Mac
Super Solvers Mission: T.H.I.N.K.,PC
Silencer,PC
Feet of Fury,Dreamcast
Star Trek: Deep Space Nine - The Fallen,Mac
Star Trek: Deep Space Nine - The Fallen,PC
Anarchy Online: Shadowlands,PC
Bandits,Commodore 64
Bandits,Atari 8-bit
Guardic,MSX
Söldner: Marine Corps,PC
Top Gear,Super Nintendo Entertainment System
Touch Detective,Nintendo DS
Touch Detective,iPhone
Touch Detective,Android
Xenocide,Apple IIgs
Xenocide,PC
Tsushima,Apple II
Tsushima,Commodore 64
Erinia,PC
Namco x Capcom,PlayStation 2
The Terminator 2029,PC
Get the Girl!,PC
Prisoner 2,Apple II
Prisoner 2,Atari 8-bit
Prisoner 2,PC
Dragon Ball Z III: Ressen Jinzou Ningen,Nintendo Entertainment System
Baal,Amiga
Baal,Atari ST
Baal,Commodore 64
Baal,PC
Deluxe Scrabble for Windows,PC
Darwinia,Mac
Darwinia,PC
Darwinia,Linux
Space Station Oblivion,Amiga
Space Station Oblivion,Amstrad CPC
Space Station Oblivion,Atari ST
Space Station Oblivion,Commodore 64
Space Station Oblivion,ZX Spectrum
Space Station Oblivion,PC
Super Turrican,Super Nintendo Entertainment System
Super Turrican,Wii Shop
Troggle Trouble Math,Mac
Troggle Trouble Math,PC
Rampage 2: Universal Tour,PlayStation
Rampage 2: Universal Tour,Nintendo 64
Rampage 2: Universal Tour,Game Boy Color
Pizza Worm,PC
Fastlane Pinball,PC
Lair,PlayStation 3
Henry,Game.Com
Bachelor Party/Gigolo,Atari 2600
Vos en Haas: Het plan van Haas,PC
Globetrotter 2,PC
Simulcra,Amiga
Simulcra,Atari ST
Star Wars: Lethal Alliance,PlayStation Portable
Star Wars: Lethal Alliance,Nintendo DS
Arc the Lad Collection,PlayStation
Krystals of Zong,Commodore 64
Robbbot,Amstrad CPC
Heaven & Earth,PC
Galactic Civilizations,PC
Blockage,PC
RDF 1985,Apple II
RDF 1985,Commodore 64
Space Adventure,PC
İstanbul Efsaneleri: Lale Savaşçıları,Amiga
İstanbul Efsaneleri: Lale Savaşçıları,PC
Sorcerer Lord,Amiga
Sorcerer Lord,Amstrad CPC
Sorcerer Lord,Atari ST
Sorcerer Lord,Commodore 64
